epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,639.174,0.18786,2.07136,0.94287,0.76852,0.66841,0.73113,0.72021,0.2331,1.33488,0.51449,0.000332594,0.000332594,0.000332594
2,6912.12,0.11653,1.05772,0.8756,0.76294,0.65079,0.70214,0.62809,0.45986,1.15286,0.66041,0.000600001,0.000600001,0.000600001
